Date,MSCIDeveloped,MSCIEmerging,Commodity,Gold,DowToGold,ShillerPE,Cpi
2016-11-2,1683.96,33.464,185.811,1288.36,14.00004657083424,26.85,242.026
2016-11-3,1672.83,33.066,184.292,1297.64,13.840233038439012,26.85,242.026
2016-11-4,1667.03,32.974,183.38,1302.13,13.770261033844545,26.85,242.026
2016-11-5,1660.12,32.638,182.504,1304.29,13.714956029717317,26.85,242.026
2016-11-6,1660.12,32.638,182.504,1304.29,13.714956029717317,26.85,242.026
2016-11-7,1660.12,32.638,182.504,1304.29,13.714956029717317,26.85,242.026
2016-11-8,1685.62,33.819,183.495,1281.35,14.250282904748898,26.85,242.026
2016-11-9,1691.74,34.037,183.552,1275.38,14.37433549216704,26.85,242.026
2016-11-10,1696.46,32.93,183.989,1278.0,14.54592331768388,26.85,242.026
2016-11-11,1701.29,31.992,183.334,1258.81,14.940999833175779,26.85,242.026
2016-11-12,1696.99,31.386,180.74,1227.54,15.35400883066947,26.85,242.026
2016-11-13,1696.99,31.386,180.74,1227.54,15.35400883066947,26.85,242.026
2016-11-14,1696.99,31.386,180.74,1227.54,15.35400883066947,26.85,242.026
2016-11-15,1692.31,31.158,180.255,1221.03,15.453092880600803,26.85,242.026
2016-11-16,1701.82,31.784,183.078,1228.45,15.404013187349912,26.85,242.026
2016-11-17,1698.41,31.522,182.339,1225.05,15.401934614913676,26.85,242.026
2016-11-18,1706.98,31.565,182.44,1216.08,15.544881915663444,26.85,242.026
2016-11-19,1697.35,31.422,183.135,1207.87,15.62082840040733,26.85,242.026
2016-11-20,1697.35,31.422,183.135,1207.87,15.62082840040733,26.85,242.026
2016-11-21,1697.35,31.422,183.135,1207.87,15.62082840040733,26.85,242.026
2016-11-22,1710.49,31.731,187.308,1213.94,15.615837685552826,26.85,242.026
2016-11-23,1713.07,32.212,187.563,1212.38,15.691342648344577,26.85,242.026
2016-11-24,1709.71,31.864,187.685,1188.48,16.05679523424879,26.85,242.026
2016-11-25,1713.27,31.864,187.685,1184.0,16.117550675675677,26.85,242.026
2016-11-26,1720.84,32.021,185.726,1184.27,16.172106023119728,26.85,242.026
2016-11-27,1720.84,32.021,185.726,1184.27,16.172106023119728,26.85,242.026
2016-11-28,1720.84,32.021,185.726,1184.27,16.172106023119728,26.85,242.026
2016-11-29,1712.98,32.148,187.76,1193.82,15.997302775962877,26.85,242.026
2016-11-30,1715.42,32.193,183.979,1188.31,16.09142395502857,26.85,242.026
2016-12-1,1712.09,32.246,189.312,1173.32,16.298690894214708,26.85,242.026
2016-12-2,1708.64,31.864,191.406,1171.61,16.38081784894291,27.87,242.637
2016-12-3,1708.94,31.904,191.694,1175.78,16.304427699059346,27.87,242.637
2016-12-4,1708.94,31.904,191.694,1175.78,16.304427699059346,27.87,242.637
2016-12-5,1708.94,31.904,191.694,1175.78,16.304427699059346,27.87,242.637
2016-12-6,1718.1,32.166,193.475,1170.54,16.41655987834675,27.87,242.637
2016-12-7,1727.82,32.338,192.526,1170.0,16.454512820512818,27.87,242.637
2016-12-8,1749.31,32.885,190.852,1173.93,16.65313945465232,27.87,242.637
2016-12-9,1752.94,33.029,191.412,1170.57,16.756631384710015,27.87,242.637
2016-12-10,1760.12,32.856,191.979,1158.9,17.047933385106564,27.87,242.637
2016-12-11,1760.12,32.856,191.979,1158.9,17.047933385106564,27.87,242.637
2016-12-12,1760.12,32.856,191.979,1158.9,17.047933385106564,27.87,242.637
2016-12-13,1760.25,32.638,193.346,1162.24,17.032996627202643,27.87,242.637
2016-12-14,1774.01,33.002,193.457,1158.61,17.185429091756504,27.87,242.637
2016-12-15,1763.72,32.021,191.786,1142.92,17.31751128687922,27.87,242.637
2016-12-16,1754.51,32.075,190.476,1128.6,17.59014708488393,27.87,242.637
2016-12-17,1754.74,31.929,191.429,1133.6,17.50477240649259,27.87,242.637
2016-12-18,1754.74,31.929,191.429,1133.6,17.50477240649259,27.87,242.637
2016-12-19,1754.74,31.929,191.429,1133.6,17.50477240649259,27.87,242.637
2016-12-20,1758.82,31.712,191.222,1137.84,17.47439007241792,27.87,242.637
2016-12-21,1761.43,31.821,190.567,1132.38,17.63950264045638,27.87,242.637
2016-12-22,1760.09,31.688,190.781,1131.51,17.624201288543627,27.87,242.637
2016-12-23,1757.83,31.311,190.309,1128.28,17.654199312227462,27.87,242.637
2016-12-24,1759.15,31.496,190.529,1131.77,17.61295139471801,27.87,242.637
2016-12-25,1759.15,31.496,190.529,1131.77,17.61295139471801,27.87,242.637
2016-12-26,1759.15,31.496,190.529,1131.77,17.61295139471801,27.87,242.637
2016-12-27,1758.48,31.496,190.529,1131.77,17.61295139471801,27.87,242.637
2016-12-28,1760.56,31.633,192.753,1138.81,17.513931208893496,27.87,242.637
2016-12-29,1750.48,31.871,193.033,1141.5,17.375102934734997,27.87,242.637
2016-12-30,1752.96,32.398,192.897,1158.12,17.11375332435326,27.87,242.637
2016-12-31,1751.22,32.167,192.512,1150.91,17.1712818552276,27.87,242.637
2017-1-1,1751.22,32.167,192.512,1150.91,17.1712818552276,27.87,242.637
2017-1-2,1751.22,32.167,192.512,1150.91,17.1712818552276,28.06,243.618
2017-1-3,1753.09,32.167,192.512,1150.91,17.1712818552276,28.06,243.618
2017-1-4,1757.99,32.553,190.146,1158.82,17.156900985485233,28.06,243.618
2017-1-5,1773.96,32.802,192.977,1163.53,17.139360394661075,28.06,243.618
2017-1-6,1782.46,33.158,193.706,1180.46,16.857233620791895,28.06,243.618
2017-1-7,1783.1,33.02,193.541,1172.3,17.02959993175808,28.06,243.618
2017-1-8,1783.1,33.02,193.541,1172.3,17.02959993175808,28.06,243.618
2017-1-9,1783.1,33.02,193.541,1172.3,17.02959993175808,28.06,243.618
2017-1-10,1776.94,32.994,190.605,1181.0,16.83944115156647,28.06,243.618
2017-1-11,1779.62,33.187,191.139,1187.7,16.717630714826974,28.06,243.618
2017-1-12,1778.17,33.581,192.292,1191.5,16.747192614351658,28.06,243.618
2017-1-13,1783.44,33.727,194.97,1195.8,16.634052517143335,28.06,243.618
2017-1-14,1788.23,33.701,194.54,1198.39,16.59370488739058,28.06,243.618
2017-1-15,1788.23,33.701,194.54,1198.39,16.59370488739058,28.06,243.618
2017-1-16,1788.23,33.701,194.54,1198.39,16.59370488739058,28.06,243.618
2017-1-17,1783.76,33.701,194.54,1203.18,16.527643411625856,28.06,243.618
2017-1-18,1782.86,33.682,195.136,1217.15,16.289504169576468,28.06,243.618
2017-1-19,1785.69,33.498,193.356,1204.29,16.445141950859014,28.06,243.618
2017-1-20,1776.02,33.398,192.965,1204.53,16.38182527624883,28.06,243.618
2017-1-21,1782.71,33.461,194.015,1207.68,16.417635466348703,28.06,243.618
2017-1-22,1782.71,33.461,194.015,1207.68,16.417635466348703,28.06,243.618
2017-1-23,1782.71,33.461,194.015,1207.68,16.417635466348703,28.06,243.618
2017-1-24,1781.43,33.958,194.442,1218.22,16.253098783470964,28.06,243.618
2017-1-25,1790.57,34.169,194.947,1208.86,16.472304485217478,28.06,243.618
2017-1-26,1805.81,34.547,193.979,1200.67,16.714426112087416,28.06,243.618
2017-1-27,1803.75,34.4,194.256,1188.95,16.906438454098154,28.06,243.618
2017-1-28,1803.39,34.428,193.432,1190.91,16.87262681478869,28.06,243.618
2017-1-29,1803.39,34.428,193.432,1190.91,16.87262681478869,28.06,243.618
2017-1-30,1803.39,34.428,193.432,1190.91,16.87262681478869,28.06,243.618
2017-1-31,1792.06,34.243,191.263,1195.51,16.70511329892682,28.06,243.618
2017-2-1,1792.4,34.307,192.035,1210.61,16.408331337094523,28.06,243.618
2017-2-2,1793.39,34.326,194.335,1209.65,16.443549787128507,28.66,244.006
2017-2-3,1795.11,34.473,193.52,1215.78,16.355681126519602,28.66,244.006
2017-2-4,1805.51,34.685,193.202,1219.27,16.4618665266922,28.66,244.006
2017-2-5,1805.51,34.685,193.202,1219.27,16.4618665266922,28.66,244.006
2017-2-6,1805.51,34.685,193.202,1219.27,16.4618665266922,28.66,244.006
2017-2-7,1798.21,34.602,192.164,1235.45,16.230863248209154,28.66,244.006
2017-2-8,1797.29,34.428,191.374,1233.75,16.283922998986828,28.66,244.006
2017-2-9,1802.26,34.637,192.265,1241.51,16.153184428639317,28.66,244.006
2017-2-10,1807.54,34.795,192.756,1230.91,16.388200599556427,28.66,244.006
2017-2-11,1814.71,35.116,194.038,1233.81,16.42827501803357,28.66,244.006
2017-2-12,1814.71,35.116,194.038,1233.81,16.42827501803357,28.66,244.006
2017-2-13,1814.71,35.116,194.038,1233.81,16.42827501803357,28.66,244.006
2017-2-14,1823.34,35.224,192.06,1225.33,16.658532803408065,28.66,244.006
2017-2-15,1823.63,35.262,192.279,1228.09,16.696178618830867,28.66,244.006
2017-2-16,1833.55,35.548,193.257,1233.67,16.707758152504315,28.66,244.006
2017-2-17,1836.56,35.418,192.763,1239.1,16.640924864821244,28.66,244.006
2017-2-18,1836.5,35.271,192.123,1236.12,16.68450474064007,28.66,244.006
2017-2-19,1836.5,35.271,192.123,1236.12,16.68450474064007,28.66,244.006
2017-2-20,1836.5,35.271,192.123,1236.12,16.68450474064007,28.66,244.006
2017-2-21,1836.78,35.271,192.123,1237.82,16.661590538204262,28.66,244.006
2017-2-22,1843.05,35.657,192.05,1235.78,16.785350143229376,28.66,244.006
2017-2-23,1842.37,35.769,191.227,1237.49,16.78849930100445,28.66,244.006
2017-2-24,1845.35,35.778,191.634,1249.63,16.653185342861484,28.66,244.006
2017-2-25,1840.8,35.354,190.931,1256.68,16.568863990832988,28.66,244.006
2017-2-26,1840.8,35.354,190.931,1256.68,16.568863990832988,28.66,244.006
2017-2-27,1840.8,35.354,190.931,1256.68,16.568863990832988,28.66,244.006
2017-2-28,1841.57,35.244,189.881,1253.04,16.62950903402924,28.66,244.006
2017-3-1,1838.7,34.904,190.621,1248.89,16.66459015605858,28.66,244.006
2017-3-2,1856.34,35.446,191.269,1248.87,16.907724583023054,29.09,243.892
2017-3-3,1848.84,34.821,188.812,1234.46,17.013892714223225,29.09,243.892
2017-3-4,1848.98,35.088,189.715,1234.3,17.01831807502228,29.09,243.892
2017-3-5,1848.98,35.088,189.715,1234.3,17.01831807502228,29.09,243.892
2017-3-6,1848.98,35.088,189.715,1234.3,17.01831807502228,29.09,243.892
2017-3-7,1845.7,35.107,189.421,1225.47,17.099023231902862,29.09,243.892
2017-3-8,1840.57,35.143,188.019,1216.84,17.19598303803294,29.09,243.892
2017-3-9,1834.72,34.814,185.053,1207.51,17.27168305024389,29.09,243.892
2017-3-10,1835.9,34.537,183.221,1203.29,17.334300127151394,29.09,243.892
2017-3-11,1845.88,34.923,182.649,1204.45,17.35479264394537,29.09,243.892
2017-3-12,1845.88,34.923,182.649,1204.45,17.35479264394537,29.09,243.892
2017-3-13,1845.88,34.923,182.649,1204.45,17.35479264394537,29.09,243.892
2017-3-14,1850.02,35.41,183.156,1203.95,17.344142198596288,29.09,243.892
2017-3-15,1842.98,35.206,182.118,1198.94,17.379827180676262,29.09,243.892
2017-3-16,1854.15,36.126,183.795,1218.47,17.19377580079936,29.09,243.892
2017-3-17,1864.1,36.349,184.041,1227.3,17.05740242809419,29.09,243.892
2017-3-18,1863.08,36.284,184.48,1229.42,17.011777911535518,29.09,243.892
2017-3-19,1863.08,36.284,184.48,1229.42,17.011777911535518,29.09,243.892
2017-3-20,1863.08,36.284,184.48,1229.42,17.011777911535518,29.09,243.892
2017-3-21,1860.53,36.705,184.781,1234.51,16.934540829964927,29.09,243.892
2017-3-22,1846.39,36.302,184.288,1244.59,16.60627997975237,29.09,243.892
2017-3-23,1842.63,36.476,183.854,1248.43,16.549826582187226,29.09,243.892
2017-3-24,1844.97,36.484,183.643,1244.46,16.598830014624816,29.09,243.892
2017-3-25,1845.81,36.576,183.465,1243.73,16.560443183005958,29.09,243.892
2017-3-26,1845.81,36.576,183.465,1243.73,16.560443183005958,29.09,243.892
2017-3-27,1845.81,36.576,183.465,1243.73,16.560443183005958,29.09,243.892
2017-3-28,1845.15,36.476,183.098,1254.47,16.38220124833595,29.09,243.892
2017-3-29,1858.88,36.576,184.078,1251.9,16.536065180924993,29.09,243.892
2017-3-30,1856.76,36.64,185.209,1253.7,16.47867910983489,29.09,243.892
2017-3-31,1859.95,36.448,185.52,1242.34,16.68503791232674,29.09,243.892
2017-4-1,1853.69,36.191,185.883,1247.31,16.5662265194699,29.09,243.892
2017-4-2,1853.69,36.191,185.883,1247.31,16.5662265194699,28.9,244.193
2017-4-3,1853.69,36.191,185.883,1247.31,16.5662265194699,28.9,244.193
2017-4-4,1848.97,36.393,184.525,1253.55,16.473383590602687,28.9,244.193
2017-4-5,1850.02,36.411,185.594,1256.27,16.468784576563955,28.9,244.193
2017-4-6,1845.95,36.302,186.147,1255.52,16.445894927997962,28.9,244.193
2017-4-7,1846.59,36.236,186.781,1251.49,16.51067927030979,28.9,244.193
2017-4-8,1845.46,36.172,187.105,1254.75,16.4623231719466,28.9,244.193
2017-4-9,1845.46,36.172,187.105,1254.75,16.4623231719466,28.9,244.193
2017-4-10,1845.46,36.172,187.105,1254.75,16.4623231719466,28.9,244.193
2017-4-11,1846.78,36.025,187.627,1254.14,16.471861195719775,28.9,244.193
2017-4-12,1847.88,35.943,187.996,1273.57,16.21528459370117,28.9,244.193
2017-4-13,1842.98,36.116,187.382,1287.06,15.999145338989637,28.9,244.193
2017-4-14,1833.12,35.963,187.769,1286.99,15.892314625599266,28.9,244.193
2017-4-15,1832.28,35.963,187.769,1286.99,15.892314625599266,28.9,244.193
2017-4-16,1832.28,35.963,187.769,1286.99,15.892314625599266,28.9,244.193
2017-4-17,1832.28,35.963,187.769,1286.99,15.892314625599266,28.9,244.193
2017-4-18,1846.13,36.339,187.392,1285.16,16.057860499859938,28.9,244.193
2017-4-19,1837.34,35.877,186.545,1289.63,15.914083884525017,28.9,244.193
2017-4-20,1835.04,35.657,183.918,1279.96,15.941505984562019,28.9,244.193
2017-4-21,1846.65,36.099,183.037,1282.18,16.04978240184685,28.9,244.193
2017-4-22,1842.06,36.099,181.871,1284.94,15.991221379986612,28.9,244.193
2017-4-23,1842.06,36.099,181.871,1284.94,15.991221379986612,28.9,244.193
2017-4-24,1842.06,36.099,181.871,1284.94,15.991221379986612,28.9,244.193
2017-4-25,1871.65,36.612,180.932,1276.01,16.272513538295154,28.9,244.193
2017-4-26,1882.04,36.935,181.909,1263.92,16.61190581682385,28.9,244.193
2017-4-27,1882.44,36.797,181.708,1268.23,16.53886913257059,28.9,244.193
2017-4-28,1881.14,36.75,180.491,1264.65,16.590621911200728,28.9,244.193
2017-4-29,1878.28,36.806,181.725,1268.16,16.51251419379258,28.9,244.193
2017-4-30,1878.28,36.806,181.725,1268.16,16.51251419379258,28.9,244.193
2017-5-1,1878.28,36.806,181.725,1268.16,16.51251419379258,28.9,244.193
2017-5-2,1882.49,37.017,181.589,1256.15,16.64885563029893,29.31,244.004
2017-5-3,1886.15,37.283,180.339,1256.95,16.667242133736423,29.31,244.004
2017-5-4,1883.13,37.034,180.399,1237.56,16.93485568376483,29.31,244.004
2017-5-5,1886.48,36.621,177.008,1227.89,17.06298609810325,29.31,244.004
2017-5-6,1896.75,36.926,177.924,1229.41,17.0870092158027,29.31,244.004
2017-5-7,1896.75,36.926,177.924,1229.41,17.0870092158027,29.31,244.004
2017-5-8,1896.75,36.926,177.924,1229.41,17.0870092158027,29.31,244.004
2017-5-9,1897.32,36.916,178.132,1225.51,17.14574340478658,29.31,244.004
2017-5-10,1893.41,37.385,177.293,1221.11,17.177633464634635,29.31,244.004
2017-5-11,1895.93,37.633,179.509,1219.34,17.175775419489234,29.31,244.004
2017-5-12,1891.21,37.716,180.441,1224.98,17.077356365001876,29.31,244.004
2017-5-13,1892.97,37.874,181.691,1228.01,17.016644815595964,29.31,244.004
2017-5-14,1892.97,37.874,181.691,1228.01,17.016644815595964,29.31,244.004
2017-5-15,1892.97,37.874,181.691,1228.01,17.016644815595964,29.31,244.004
2017-5-16,1901.64,38.258,182.741,1231.06,17.043799652332137,29.31,244.004
2017-5-17,1906.23,38.294,182.138,1236.78,16.96320283316354,29.31,244.004
2017-5-18,1882.62,37.642,183.244,1261.91,16.32995221529269,29.31,244.004
2017-5-19,1880.96,37.017,182.507,1246.88,16.57177916078532,29.31,244.004
2017-5-20,1894.77,37.807,185.077,1255.14,16.575712669503,29.31,244.004
2017-5-21,1894.77,37.807,185.077,1255.14,16.575712669503,29.31,244.004
2017-5-22,1894.77,37.807,185.077,1255.14,16.575712669503,29.31,244.004
2017-5-23,1904.92,37.845,186.073,1260.65,16.57464799904811,29.31,244.004
2017-5-24,1906.69,37.884,185.056,1251.44,16.731053825992454,29.31,244.004
2017-5-25,1907.81,38.027,183.918,1259.86,16.678376962519646,29.31,244.004
2017-5-26,1914.59,38.211,181.153,1254.99,16.799297205555423,29.31,244.004
2017-5-27,1912.21,38.35,182.005,1267.36,16.633221815427344,29.31,244.004
2017-5-28,1912.21,38.35,182.005,1267.36,16.633221815427344,29.31,244.004
2017-5-29,1912.21,38.35,182.005,1267.36,16.633221815427344,29.31,244.004
2017-5-30,1911.7,38.35,182.005,1266.88,16.639523869664053,29.31,244.004
2017-5-31,1909.9,38.148,181.328,1262.35,16.658985225967445,29.31,244.004
2017-6-1,1911.74,37.855,179.772,1268.58,16.560760850714974,29.31,244.004
2017-6-2,1923.1,38.176,179.09,1265.11,16.713313466813165,29.75,244.163
2017-6-3,1935.21,38.37,177.963,1278.29,16.589576700122823,29.75,244.163
2017-6-4,1935.21,38.37,177.963,1278.29,16.589576700122823,29.75,244.163
2017-6-5,1935.21,38.37,177.963,1278.29,16.589576700122823,29.75,244.163
2017-6-6,1931.73,38.323,177.296,1276.57,16.594499322403003,29.75,244.163
2017-6-7,1926.05,38.341,178.077,1293.83,16.336172449239854,29.75,244.163
2017-6-8,1927.06,38.294,175.611,1287.49,16.445712199706403,29.75,244.163
2017-6-9,1924.2,38.524,176.098,1277.27,16.584222599763557,29.75,244.163
2017-6-10,1922.79,38.229,176.765,1267.65,16.780633455606832,29.75,244.163
2017-6-11,1922.79,38.229,176.765,1267.65,16.780633455606832,29.75,244.163
2017-6-12,1922.79,38.229,176.765,1267.65,16.780633455606832,29.75,244.163
2017-6-13,1918.7,38.027,175.934,1266.19,16.771313941825476,29.75,244.163
2017-6-14,1928.74,38.211,175.835,1266.31,16.843008426056812,29.75,244.163
2017-6-15,1930.52,38.202,173.024,1261.26,16.946989518418093,29.75,244.163
2017-6-16,1916.52,37.807,172.783,1254.89,17.02133254707584,29.75,244.163
2017-6-17,1923.24,37.874,173.052,1254.55,17.045378821091226,29.75,244.163
2017-6-18,1923.24,37.874,173.052,1254.55,17.045378821091226,29.75,244.163
2017-6-19,1923.24,37.874,173.052,1254.55,17.045378821091226,29.75,244.163
2017-6-20,1936.52,38.248,171.283,1244.36,17.301255263750043,29.75,244.163
2017-6-21,1922.54,37.827,169.658,1243.68,17.26098353274154,29.75,244.163
2017-6-22,1920.0,37.908,167.424,1247.68,17.159872723775326,29.75,244.163
2017-6-23,1921.54,38.102,166.5,1250.58,17.109893009643528,29.75,244.163
2017-6-24,1925.01,38.306,167.744,1255.86,17.035943496886595,29.75,244.163
2017-6-25,1925.01,38.306,167.744,1255.86,17.035943496886595,29.75,244.163
2017-6-26,1925.01,38.306,167.744,1255.86,17.035943496886595,29.75,244.163
2017-6-27,1927.49,38.674,168.569,1245.31,17.19214492776899,29.75,244.163
2017-6-28,1917.57,38.222,170.013,1247.63,17.080913411828824,29.75,244.163
2017-6-29,1931.73,38.518,170.975,1249.49,17.17069364300635,29.75,244.163
2017-6-30,1919.59,38.028,171.886,1244.72,17.101862266212482,29.75,244.163
2017-7-1,1916.43,38.203,174.776,1241.38,17.198303500942497,29.75,244.163
2017-7-2,1916.43,38.203,174.776,1241.38,17.198303500942497,30.0,244.243
2017-7-3,1916.43,38.203,174.776,1241.38,17.198303500942497,30.0,244.243
2017-7-4,1920.58,38.425,176.156,1219.22,17.617222486507767,30.0,244.243
2017-7-5,1918.9,38.425,176.156,1223.98,17.54870994624095,30.0,244.243
2017-7-6,1920.33,38.352,173.653,1227.35,17.499629282600726,30.0,244.243
2017-7-7,1909.01,37.892,174.428,1224.6,17.409799118079373,30.0,244.243
2017-7-8,1913.18,37.964,172.56,1211.97,17.669034712080332,30.0,244.243
2017-7-9,1913.18,37.964,172.56,1211.97,17.669034712080332,30.0,244.243
2017-7-10,1913.18,37.964,172.56,1211.97,17.669034712080332,30.0,244.243
2017-7-11,1917.11,38.325,172.742,1214.39,17.629031859616763,30.0,244.243
2017-7-12,1915.67,38.637,173.923,1218.18,17.574635932292434,30.0,244.243
2017-7-13,1932.86,39.386,173.876,1218.29,17.674067750699752,30.0,244.243
2017-7-14,1936.94,39.58,174.349,1217.57,17.70172556813982,30.0,244.243
2017-7-15,1948.07,40.077,176.284,1228.47,17.613568096901023,30.0,244.243
2017-7-16,1948.07,40.077,176.284,1228.47,17.613568096901023,30.0,244.243
2017-7-17,1948.07,40.077,176.284,1228.47,17.613568096901023,30.0,244.243
2017-7-18,1948.58,39.894,175.879,1234.1,17.52671582529779,30.0,244.243
2017-7-19,1949.66,40.012,176.878,1242.4,17.365365421764327,30.0,244.243
2017-7-20,1958.56,40.346,178.656,1240.26,17.448559173076614,30.0,244.243
2017-7-21,1963.31,40.298,178.398,1244.0,17.37281350482315,30.0,244.243
2017-7-22,1958.77,40.271,176.661,1254.29,17.20500841113299,30.0,244.243
2017-7-23,1958.77,40.271,176.661,1254.29,17.20500841113299,30.0,244.243
2017-7-24,1958.77,40.271,176.661,1254.29,17.20500841113299,30.0,244.243
2017-7-25,1954.84,40.393,176.233,1255.08,17.140875482040986,30.0,244.243
2017-7-26,1960.59,40.291,177.666,1250.1,17.28936085113191,30.0,244.243
2017-7-27,1961.9,40.623,179.455,1261.31,17.213064195162172,30.0,244.243
2017-7-28,1963.54,40.401,181.142,1258.65,17.317403567314184,30.0,244.243
2017-7-29,1960.32,40.383,182.12,1269.18,17.200326194865976,30.0,244.243
2017-7-30,1960.32,40.383,182.12,1269.18,17.200326194865976,30.0,244.243
2017-7-31,1960.32,40.383,182.12,1269.18,17.200326194865976,30.0,244.243
2017-8-1,1961.1,40.429,182.642,1269.4,17.245249724279184,30.0,244.243
2017-8-2,1970.39,40.549,180.756,1268.66,17.312692131855655,29.91,245.183
2017-8-3,1970.29,40.586,181.982,1266.65,17.381470808826432,29.91,245.183
2017-8-4,1968.72,40.42,180.648,1267.92,17.371837339895258,29.91,245.183
2017-8-5,1967.77,40.568,180.683,1258.82,17.550412290875585,29.91,245.183
2017-8-6,1967.77,40.568,180.683,1258.82,17.550412290875585,29.91,245.183
2017-8-7,1967.77,40.568,180.683,1258.82,17.550412290875585,29.91,245.183
2017-8-8,1971.76,40.844,180.971,1257.18,17.593677914061626,29.91,245.183
2017-8-9,1966.81,40.853,181.089,1260.28,17.524153362744787,29.91,245.183
2017-8-10,1961.88,40.484,181.556,1277.37,17.261012862365643,29.91,245.183
2017-8-11,1940.28,39.526,178.914,1286.56,16.97861739833354,29.91,245.183
2017-8-12,1937.73,39.618,179.606,1290.96,16.931833674164963,29.91,245.183
2017-8-13,1937.73,39.618,179.606,1290.96,16.931833674164963,29.91,245.183
2017-8-14,1937.73,39.618,179.606,1290.96,16.931833674164963,29.91,245.183
2017-8-15,1952.58,40.022,177.506,1282.04,17.155244766153942,29.91,245.183
2017-8-16,1949.23,40.068,176.305,1271.5,17.301604404246955,29.91,245.183
2017-8-17,1954.04,40.484,175.357,1283.15,17.164688461988074,29.91,245.183
2017-8-18,1936.32,39.967,175.886,1287.53,16.89337724169534,29.91,245.183
2017-8-19,1930.4,40.308,177.497,1286.6,16.846346960982434,29.91,245.183
2017-8-20,1930.4,40.308,177.497,1286.6,16.846346960982434,29.91,245.183
2017-8-21,1930.4,40.308,177.497,1286.6,16.846346960982434,29.91,245.183
2017-8-22,1932.22,40.456,176.548,1291.98,16.798828155234602,29.91,245.183
2017-8-23,1945.18,40.91,176.728,1285.05,17.042052838410957,29.91,245.183
2017-8-24,1942.15,41.102,177.584,1290.75,16.898772031764477,29.91,245.183
2017-8-25,1939.65,41.231,177.796,1288.18,16.910214411029514,29.91,245.183
2017-8-26,1944.56,41.471,177.828,1291.08,16.8956764879016,29.91,245.183
2017-8-27,1944.56,41.471,177.828,1291.08,16.8956764879016,29.91,245.183
2017-8-28,1944.56,41.471,177.828,1291.08,16.8956764879016,29.91,245.183
2017-8-29,1946.28,41.324,178.012,1310.84,16.63696560983797,29.91,245.183
2017-8-30,1945.05,41.251,177.531,1309.86,16.692906112103586,29.91,245.183
2017-8-31,1947.53,41.314,176.875,1308.41,16.732087036937962,29.91,245.183
2017-9-1,1959.74,41.378,180.857,1320.64,16.619290646959048,29.91,245.183
2017-9-2,1965.79,41.683,180.946,1325.67,16.585998023640876,30.17,246.435
2017-9-3,1965.79,41.683,180.946,1325.67,16.585998023640876,30.17,246.435
2017-9-4,1965.79,41.683,180.946,1325.67,16.585998023640876,30.17,246.435
2017-9-5,1963.32,41.683,180.946,1334.38,16.477734978042236,30.17,246.435
2017-9-6,1954.64,41.14,182.342,1339.68,16.23769109040965,30.17,246.435
2017-9-7,1959.15,41.407,183.0,1334.29,16.344003177719987,30.17,246.435
2017-9-8,1964.57,41.711,182.868,1349.2,16.14644233619923,30.17,246.435
2017-9-9,1964.52,41.435,181.175,1346.54,16.188000356469175,30.17,246.435
2017-9-10,1964.52,41.435,181.175,1346.54,16.188000356469175,30.17,246.435
2017-9-11,1964.52,41.435,181.175,1346.54,16.188000356469175,30.17,246.435
2017-9-12,1981.97,41.989,181.66,1328.15,16.607589504197566,30.17,246.435
2017-9-13,1988.28,41.942,181.411,1332.0,16.60575075075075,30.17,246.435
2017-9-14,1986.74,41.721,182.883,1324.14,16.734016040599936,30.17,246.435
2017-9-15,1983.42,41.831,183.31,1328.97,16.707284588816904,30.17,246.435
2017-9-16,1987.72,42.08,184.052,1320.91,16.858332513191662,30.17,246.435
2017-9-17,1987.72,42.08,184.052,1320.91,16.858332513191662,30.17,246.435
2017-9-18,1987.72,42.08,184.052,1320.91,16.858332513191662,30.17,246.435
2017-9-19,1990.58,42.229,183.734,1307.22,17.08308471412616,30.17,246.435
2017-9-20,1996.09,42.32,182.578,1311.15,17.06196850093429,30.17,246.435
2017-9-21,1998.69,42.126,184.634,1300.93,17.22812910763838,30.17,246.435
2017-9-22,1990.33,42.126,183.396,1291.98,17.306173470177555,30.17,246.435
2017-9-23,1994.58,41.887,183.569,1297.19,17.229233959558737,30.17,246.435
2017-9-24,1994.58,41.887,183.569,1297.19,17.229233959558737,30.17,246.435
2017-9-25,1994.58,41.887,183.569,1297.19,17.229233959558737,30.17,246.435
2017-9-26,1989.08,41.176,184.609,1310.78,17.00978806512153,30.17,246.435
2017-9-27,1983.25,41.066,183.396,1293.11,17.23312015219123,30.17,246.435
2017-9-28,1988.0,40.918,183.861,1282.82,17.415311579177125,30.17,246.435
2017-9-29,1992.36,40.892,182.99,1286.0,17.403732503888026,30.17,246.435
2017-9-30,2000.55,41.36,183.088,1280.59,17.495912040543814,30.17,246.435
2017-10-1,2000.55,41.36,183.088,1280.59,17.495912040543814,30.17,246.435
2017-10-2,2000.55,41.36,183.088,1280.59,17.495912040543814,30.92,246.626
2017-10-3,2004.67,41.369,180.909,1271.14,17.745960319083654,30.92,246.626
2017-10-4,2009.63,42.026,180.898,1271.65,17.804954193370815,30.92,246.626
2017-10-5,2010.95,42.017,181.291,1274.24,17.784436212958312,30.92,246.626
2017-10-6,2016.15,42.328,182.943,1268.37,17.956424387205626,30.92,246.626
2017-10-7,2014.02,42.119,180.955,1274.88,17.86338322038152,30.92,246.626
