DateTime,Dow/Gold
1994-06-30,9.40570835495589
1994-07-31,9.80210910037756
1994-08-31,10.1318317152104
1994-09-30,9.72095611483496
1994-10-31,10.0880743417656
1994-11-30,9.75406286683188
1994-12-31,10.0246797385621
1995-01-31,10.2271118797393
1995-02-28,10.676204418419
1995-03-31,10.7558918639245
1995-04-30,11.0944030808729
1995-05-31,11.6204033832141
1995-06-30,11.7546181630547
1995-07-31,12.2824311986435
1995-08-31,12.0805974060003
1995-09-30,12.4796872964169
1995-10-31,12.4358786610879
1995-11-30,13.0836405826995
1995-12-31,13.2327902767003
1996-01-31,13.3812003968254
1996-02-29,13.7020606968902
1996-03-31,14.084043357701
1996-04-30,14.2741765987441
1996-05-31,14.449289463577
1996-06-30,14.8298452661946
1996-07-31,14.3421789883268
1996-08-31,14.5027759845061
1996-09-30,15.5079356709728
1996-10-31,15.8960717110467
1996-11-30,17.5361656359236
1996-12-31,17.4489514274117
1997-01-31,19.7480579710145
1997-02-28,19.0730171935663
1997-03-31,18.8368240343348
1997-04-30,20.5874284035835
1997-05-31,21.2032971800434
1997-06-30,22.9689866786409
1997-07-31,25.2227300613497
1997-08-31,23.4247695144438
1997-09-30,24.1680608365019
1997-10-31,23.9757731958763
1997-11-30,26.3493432132031
1997-12-31,27.3452282157676
1998-01-31,26.1978131212724
1998-02-28,28.8170966110268
1998-03-31,29.3424474824942
1998-04-30,29.1707756678468
1998-05-31,30.437585499316
1998-06-30,30.2688419273035
1998-07-31,30.6955425017277
1998-08-31,27.5752011704462
1998-09-30,26.6665079904794
1998-10-31,29.3146025247356
1998-11-30,30.825190194421
1998-12-31,31.9409636458515
1999-01-31,32.7632417293891
1999-02-28,32.4496861924686
1999-03-31,34.9755539671194
1999-04-30,37.743711736925
1999-05-31,38.9586792104778
1999-06-30,42.0015696784074
1999-07-31,41.5000973709835
1999-08-31,42.5344854673998
1999-09-30,34.0311440329218
1999-10-31,35.9038648151246
1999-11-30,37.2527739726027
1999-12-31,39.5293794051917
2000-01-31,38.6523229111464
2000-02-29,34.4500340136054
2000-03-31,39.5865530989489
2000-04-30,38.9121624071053
2000-05-31,38.6495500459137
2000-06-30,36.1331488846619
2000-07-31,37.9307137707282
2000-08-31,40.7895981087471
2000-09-30,38.8577891280555
2000-10-31,41.5888551933283
2000-11-30,39.0055805243446
2000-12-31,39.5629928479736
2001-01-31,40.899173553719
2001-02-28,39.6048301886792
2001-03-31,38.13464582127
2001-04-30,40.7476561017271
2001-05-31,41.0069146937242
2001-06-30,38.9121896998888
2001-07-31,39.6264733571832
2001-08-31,36.1349191937534
2001-09-30,30.4196664947567
2001-10-31,32.30161950525
2001-11-30,35.862977793957
2001-12-31,36.2441229656419
2002-01-31,35.2397868561279
2002-02-28,34.0790085988872
2002-03-31,34.3364356435644
2002-04-30,32.1519961208987
2002-05-31,30.3292589763178
2002-06-30,28.9711957373452
2002-07-31,28.5976759410802
2002-08-31,27.7320742637644
2002-09-30,23.5481699751861
2002-10-31,26.5434803224277
2002-11-30,27.9531500392773
2002-12-31,24.337359591539
2003-01-31,21.7464830565681
2003-02-28,22.6983460376816
2003-03-31,23.8322051587893
2003-04-30,25.2383630952381
