Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
1989-03-29,440.35,440.35,440.35,440.35
1989-03-30,440.07,440.07,440.07,440.07
1989-03-31,440.88,440.88,440.88,440.88
1989-04-03,443.71,443.71,443.71,443.71
1989-04-04,443.9,443.9,443.9,443.9
1989-04-05,451.26,451.26,451.26,451.26
1989-04-06,453,453,453,453
1989-04-10,454.32,454.32,454.32,454.32
1989-04-11,459.83,459.83,459.83,459.83
1989-04-12,460.8,460.8,460.8,460.8
1989-04-14,463.83,463.83,463.83,463.83
1989-04-17,470.34,470.34,470.34,470.34
1989-04-18,474.31,474.31,474.31,474.31
1989-04-19,481.23,481.23,481.23,481.23
1989-04-20,483.08,483.08,483.08,483.08
1989-04-21,484.91,484.91,484.91,484.91
1989-04-24,486.34,486.34,486.34,486.34
1989-04-25,493.53,493.53,493.53,493.53
1989-04-26,502.64,502.64,502.64,502.64
1989-04-27,499.34,499.34,499.34,499.34
1989-04-28,500.21,500.21,500.21,500.21
1989-05-02,501.83,501.83,501.83,501.83
1989-05-03,511.14,511.14,511.14,511.14
1989-05-04,513.51,513.51,513.51,513.51
1989-05-08,519.73,519.73,519.73,519.73
1989-05-09,515.44,515.44,515.44,515.44
1989-05-10,515.21,515.21,515.21,515.21
1989-05-11,513.2,513.2,513.2,513.2
1989-05-12,515.35,515.35,515.35,515.35
1989-05-15,522.67,522.67,522.67,522.67
1989-05-16,523.89,523.89,523.89,523.89
1989-05-17,526.85,526.85,526.85,526.85
